issue,date,front1,front2,front3,front4,front5,back1,back2
2025122,2025-10-27,02,03,06,16,17,04,05
2025123,2025-10-29,08,13,24,25,31,04,10
2025124,2025-11-01,06,09,14,26,27,08,09
2025125,2025-11-03,10,11,13,19,35,04,11
2025126,2025-11-05,01,08,18,27,30,06,07
2025127,2025-11-08,04,05,19,28,29,05,08
2025128,2025-11-10,03,06,26,30,33,11,12
2025129,2025-11-12,03,09,14,28,35,02,04
2025130,2025-11-15,01,13,16,27,29,02,11
2025131,2025-11-17,03,08,25,29,32,09,12
2025132,2025-11-19,01,09,10,12,19,06,07
2025133,2025-11-22,04,11,23,27,35,07,11
2025134,2025-11-24,07,12,18,27,33,09,10
2025135,2025-11-26,02,10,16,28,32,01,07
2025136,2025-11-29,07,11,15,16,23,09,11
2025137,2025-12-01,07,08,09,11,22,05,11
2025138,2025-12-03,01,03,19,21,23,07,11
2025139,2025-12-06,08,18,22,30,35,01,04
2025140,2025-12-08,04,05,13,18,34,02,08
2025141,2025-12-10,04,09,24,28,29,02,10
2025142,2025-12-13,09,10,14,27,29,02,09
2025143,2025-12-15,03,04,18,24,29,07,12
2025144,2025-12-17,02,05,13,15,28,05,08
2025145,2025-12-20,05,07,20,22,25,04,05
2025146,2025-12-22,06,11,13,16,22,02,03
2025147,2025-12-24,06,16,21,25,33,07,08
2025148,2025-12-27,03,04,14,30,32,08,12
2025149,2025-12-29,24,26,30,31,32,05,12
2025150,2025-12-31,13,14,15,28,31,01,05
2026001,2026-01-03,07,09,23,27,32,02,08
2026002,2026-01-05,04,08,15,20,31,07,08
2026003,2026-01-07,02,09,11,15,16,02,04
2026004,2026-01-10,05,18,23,25,32,05,09
2026005,2026-01-12,02,04,16,23,35,06,11
2026006,2026-01-14,05,12,18,23,35,06,12
2026007,2026-01-17,01,03,13,20,26,03,10
2026008,2026-01-19,03,06,17,21,33,05,11
2026009,2026-01-21,05,12,13,14,33,05,08
2026010,2026-01-24,02,03,13,18,26,02,09
2026011,2026-01-26,14,21,23,29,33,02,10
2026012,2026-01-28,01,02,09,22,25,01,06
2026013,2026-01-31,03,05,06,23,26,01,04
2026014,2026-02-02,16,18,23,34,35,01,06
2026015,2026-02-04,01,04,10,13,17,03,11
2026016,2026-02-07,08,09,12,19,24,01,06
2026017,2026-02-09,04,05,10,23,31,07,12
2026018,2026-02-11,09,11,19,30,35,01,12
2026019,2026-02-25,12,13,14,16,31,04,12
2026020,2026-02-28,01,10,21,23,29,10,12
2026021,2026-03-02,05,08,12,14,17,04,05
2026022,2026-03-04,05,09,10,18,26,05,06
2026023,2026-03-07,09,25,26,27,28,01,08
2026024,2026-03-09,02,04,08,10,21,09,12
2026025,2026-03-11,03,15,24,28,29,03,07
2026026,2026-03-14,10,11,22,26,32,01,08
2026027,2026-03-16,09,10,11,12,16,01,11
2026028,2026-03-18,15,27,29,30,34,01,10
2026029,2026-03-21,03,05,17,33,35,05,07
2026030,2026-03-23,02,13,22,28,34,05,12
